date,price,bedrooms,bathrooms,square_feet,floors,waterfront,view,condition,yr_built,yr_renovated,street,city,statezip,country
26-06-2022,580000,8,1.75,1720,1,0,0,3,1975,0,4528 165th Ave NE,Redmond,WA 98052,USA
26-06-2022,560000,8,2.5,2480,1,0,0,5,1959,0,18500-18560 58th Ave NE,Kenmore,WA 98028,USA
26-06-2022,1080000,8,3.5,3990,2,0,0,3,2008,0,16141 SE 45th Pl,Bellevue,WA 98006,USA
26-06-2022,450000,2,1.75,840,1,0,0,3,1912,1994,5516 2nd Ave NW,Seattle,WA 98107,USA
26-06-2022,815000,5,2,2270,1,0,0,4,1968,0,6600 mango St,Mercer Island,WA 98040,USA
26-06-2022,354000,8,2.5,2580,2,0,0,3,2005,0,10125 SE 220th Pl,Kent,WA 98031,USA
26-06-2022,279900,5,1.75,1580,1,0,0,3,1988,2000,2401 S 359th St,Federal Way,WA 98003,USA
26-06-2022,339000,2,1,950,1,0,0,4,1941,1998,2016 S Pearl St,Seattle,WA 98108,USA
26-06-2022,1340000,8,3.5,3190,2,0,3,3,2003,0,1120 33rd Ave S,Seattle,WA 98144,USA
26-06-2022,710000,5,3.25,3740,2.5,0,0,3,1990,2009,16469 Marine View Dr SW,Burien,WA 98166,USA
26-06-2022,815000,8,2.75,2620,1,0,2,4,1949,1985,3311 NW 75th St,Seattle,WA 98117,USA
26-06-2022,800000,5,1.75,2080,1,0,0,3,1958,2004,11406 NE 112th St,Kirkland,WA 98033,USA
26-06-2022,638000,5,2,1660,1,0,0,5,1922,1956,6318 SW Marguerite Ct,Seattle,WA 98116,USA
26-06-2022,475580,5,1.75,1520,1,0,0,3,1983,2009,20331 NE 40th Ct,Sammamish,WA 98074,USA
26-06-2022,243800,5,1,1140,1,0,0,4,1981,0,27529 SE High Point Way,Issaquah,WA 98027,USA
26-06-2022,600000,5,2.5,3240,2,0,0,3,2004,2003,35019 SE Curtis Dr,Snoqualmie,WA 98065,USA
26-06-2022,620000,5,2,2460,1,0,0,4,1988,0,23857 SE 98th Pl,Issaquah,WA 98027,USA
26-06-2022,750000,8,2.75,1750,1.5,0,0,3,1903,2005,1447 21st Ave,Seattle,WA 98122,USA
26-06-2022,626000,5,1.75,2430,2,0,0,4,1945,0,6723 12th Ave NW,Seattle,WA 98117,USA
26-06-2022,230000,5,1,1060,1,0,0,4,1956,0,17736 41st Ave S,SeaTac,WA 98188,USA
26-06-2022,537000,5,3,2410,2,0,2,3,1942,1988,3715 NE 153rd St,Lake Forest Park,WA 98155,USA
26-06-2022,210000,2,1,720,1,0,0,3,1943,2002,15252 20th Ave SW,Burien,WA 98166,USA
26-06-2022,200500,5,1.75,1260,1,0,0,4,1963,0,11612 SE 258th St,Kent,WA 98030,USA
26-06-2022,253500,5,1,1640,1,0,0,4,1954,1979,2628 S 309th St,Federal Way,WA 98003,USA
26-06-2022,150000,5,1,1310,1,0,0,3,1962,2003,34025 39th Ave S,Auburn,WA 98001,USA
26-06-2022,440000,5,1.5,2120,1,0,0,4,1949,1985,4231 Powell Pl S,Seattle,WA 98108,USA
26-06-2022,667000,5,1.75,3320,1.5,0,3,4,1933,1982,40201 292nd Ave SE,Enumclaw,WA 98022,USA
26-06-2022,660000,5,1,1210,1,0,1,3,1955,2009,12016 SE 42nd St,Bellevue,WA 98006,USA
26-06-2022,695000,5,2.75,2590,2,0,0,3,1993,0,5633 165th Pl SE,Bellevue,WA 98006,USA
26-06-2022,440000,8,2.5,2250,2,0,0,3,1989,0,5120 NE 23rd St,Renton,WA 98059,USA
26-06-2022,1388000,8,3,4040,1,0,0,3,1972,2001,3418 96th Ave NE,Clyde Hill,WA 98004,USA
26-06-2022,219500,5,1,1090,1.5,0,0,5,1912,0,116 J St SE,Auburn,WA 98002,USA
26-06-2022,220000,5,1.5,1660,2,0,0,3,1981,2013,38205 45th Ave S,Auburn,WA 98001,USA
26-06-2022,270000,2,1,1780,1,0,3,4,1954,1979,36816 55th Ave S,Auburn,WA 98001,USA
26-06-2022,900000,8,3.5,3370,2,0,2,3,2008,0,3460 38th Ave SW,Seattle,WA 98126,USA
26-06-2022,1990000,5,3,4480,2.5,0,0,5,1902,0,923 14th Ave E,Seattle,WA 98112,USA
26-06-2022,800000,8,2.5,2990,2,0,0,3,1990,2009,19745 NE 127th Pl,Woodinville,WA 98077,USA
26-06-2022,365000,5,2,2280,1.5,0,0,3,1924,2011,14937 20th Ave SW,Burien,WA 98166,USA
26-06-2022,1387800,5,3,2480,2,0,3,3,1950,2005,2855 36th Ave W,Seattle,WA 98199,USA
26-06-2022,451000,5,2.75,2830,1.5,0,0,3,1967,2011,12112 NE 143rd Pl,Kirkland,WA 98034,USA
26-06-2022,202000,2,1,920,1,0,0,4,1950,1983,12120-12198 24th Ave S,Burien,WA 98168,USA
26-06-2022,1410000,8,2.25,3250,2,0,0,3,1979,2014,2520 Medina Cir,Medina,WA 98039,USA
26-06-2022,471000,2,1.75,1240,1,0,0,5,1924,1956,6528 37th Ave SW,Seattle,WA 98126,USA
26-06-2022,827000,8,2.5,3230,1,0,0,3,1977,2004,4613 146th Pl SE,Bellevue,WA 98006,USA
26-06-2022,235000,5,2.5,2500,1,0,0,3,1979,2014,1630 S 231st Pl,Des Moines,WA 98198,USA
26-06-2022,216500,2,1.75,1390,1,0,0,4,1980,0,24801-24805 11th Ave S,Des Moines,WA 98198,USA
26-06-2022,359000,5,1.75,1940,1.5,0,0,4,1953,1983,15212 20th Ave SW,Burien,WA 98166,USA
26-06-2022,252500,5,2,1900,1,0,0,3,1991,0,1209 SW 347th Pl,Federal Way,WA 98023,USA
26-06-2022,370000,5,1.5,2380,1,0,0,4,1961,2001,6340 NE 196th St,Kenmore,WA 98028,USA
26-06-2022,663000,5,2,1480,1,0,0,5,1928,1970,7028 20th Ave NW,Seattle,WA 98117,USA
26-06-2022,971971,8,3.75,3460,2,0,0,3,2013,1923,14626 Renton Issaquah Rd SE,Renton,WA 98059,USA
26-06-2022,420000,5,1.75,1444,1.5,0,0,3,2008,0,21700-21712 119th Ave SW,Vashon,WA 98070,USA
26-06-2022,330675,8,3,1930,1,0,0,3,2006,0,26418 NE Anderson St,Duvall,WA 98019,USA
26-06-2022,240000,8,1,1200,1.5,0,0,3,1933,0,10720 Stone Ave N,Seattle,WA 98133,USA
26-06-2022,334888,5,2.5,1769,2,0,0,3,2012,1912,11515 SE 302nd Ct,Auburn,WA 98092,USA
26-06-2022,414000,5,2.5,2490,2.5,0,0,3,2012,1912,4724 NE 14th St,Renton,WA 98059,USA
26-06-2022,782900,8,3.25,3060,2,0,0,3,2014,0,2354 NW Harmony Way,Issaquah,WA 98027,USA
26-06-2022,525000,8,2.75,3030,2,0,0,3,2011,0,4924 SE 2nd Pl,Renton,WA 98059,USA
26-06-2022,429900,5,2.5,2370,2,0,0,3,2009,0,14522 271st Ct NE,Duvall,WA 98019,USA
26-06-2022,390000,5,3.25,1370,2,0,0,3,2006,0,4438 44th Ave SW,Seattle,WA 98116,USA
26-06-2022,224000,5,1.75,1500,1,0,0,3,2014,0,32428-32598 5th Ave,Black Diamond,WA 98010,USA
27-06-2022,257500,5,2.25,1715,2,0,0,3,1995,0,533 S 330th Pl,Federal Way,WA 98003,USA
27-06-2022,665000,2,1,1110,1,0,0,3,1925,2002,1604 1st Ave W,Seattle,WA 98119,USA
27-06-2022,327000,5,2.75,2400,2,0,0,3,1998,2006,5020 Quincy Ave SE,Auburn,WA 98092,USA
27-06-2022,425000,5,1,1520,1.5,0,3,5,1988,0,10500 185th Ave SE,Renton,WA 98059,USA
27-06-2022,687500,8,2.75,3190,2,0,0,3,1994,0,2632 232nd Pl SE,Sammamish,WA 98075,USA
27-06-2022,672500,5,2.25,2400,1.5,0,0,4,1939,1989,8022 22nd Ave NW,Seattle,WA 98117,USA
27-06-2022,140000,5,1,1060,1,0,0,3,1959,1989,25826 19th Ave S,Des Moines,WA 98198,USA
27-06-2022,215500,2,1.75,1220,1,0,0,3,1972,2002,35301-35323 56th Ave S,Auburn,WA 98001,USA
27-06-2022,464900,8,2.25,2020,1,0,0,4,1979,0,14008 81st Ave NE,Kirkland,WA 98034,USA
27-06-2022,417000,8,2.25,2300,1,0,0,3,1959,1989,535 NE 117th St,Seattle,WA 98125,USA
27-06-2022,453000,8,2.75,2300,1,0,3,5,1979,0,7707 SW 259th St,Vashon,WA 98070,USA
27-06-2022,700000,5,2.5,1660,2,0,2,3,2002,0,813 2nd Ave N,Seattle,WA 98109,USA
27-06-2022,1619999,8,3,3900,1,0,4,5,1972,0,4720 Somerset Ave SE,Bellevue,WA 98006,USA
27-06-2022,259500,5,1.75,1650,1,0,0,3,1957,2000,4104 S 179th St,SeaTac,WA 98188,USA
27-06-2022,460000,8,2.5,2110,1,0,0,4,1985,0,24434 SE Mirrormont Blvd,Issaquah,WA 98027,USA
27-06-2022,561500,5,1.75,1960,1,0,0,4,1939,1989,1035 NE 95th St,Seattle,WA 98115,USA
27-06-2022,641000,8,2.5,2770,2,0,0,3,1997,0,6338 284th Way NE,Carnation,WA 98014,USA
27-06-2022,330000,8,1.75,2440,1,0,0,3,1978,0,3716 S 253rd Pl,Kent,WA 98032,USA
27-06-2022,447000,2,1,1320,1,0,0,3,1953,0,10356 Dibble Ave NW,Seattle,WA 98177,USA
27-06-2022,320000,8,2.5,2570,2,0,0,3,2005,0,27102 227th Pl SE,Maple Valley,WA 98038,USA
27-06-2022,212700,2,1,940,1,0,0,3,1926,2003,7157 32nd Ave SW,Seattle,WA 98126,USA
27-06-2022,260000,2,1,700,1,0,0,3,1922,2008,1518 25th Ave,Seattle,WA 98122,USA
27-06-2022,410000,5,2,1400,2,0,0,4,1981,0,26907 94th Ave SW,Vashon,WA 98070,USA
27-06-2022,355000,8,2.5,1890,2,0,0,3,1996,0,24920-24925 235th Way SE,Maple Valley,WA 98038,USA
27-06-2022,275500,2,1,720,1,0,0,5,1951,0,18529 Ashworth Ave N,Shoreline,WA 98133,USA
27-06-2022,415000,5,1.75,2410,1,0,0,4,1967,0,17051 151st Ave SE,Renton,WA 98058,USA
27-06-2022,279000,5,2.5,1630,1,0,0,3,1985,0,20101 137th Ave SE,Kent,WA 98042,USA
27-06-2022,350000,5,1.75,2330,1,0,0,4,1968,0,13826 SE 141st St,Renton,WA 98059,USA
27-06-2022,355000,2,2.25,1330,2,0,0,3,1985,0,19228 73rd Ave NE,Kenmore,WA 98028,USA
27-06-2022,750000,8,2.25,3190,2,0,0,3,1984,0,2513 225th Pl NE,Sammamish,WA 98074,USA
27-06-2022,235000,5,1.75,1400,1,0,0,3,1998,2006,1783 Loraine St,Enumclaw,WA 98022,USA
27-06-2022,209950,5,1,970,1,0,0,4,1967,0,33235 26th Ave SW,Federal Way,WA 98023,USA
27-06-2022,230000,5,1.75,1010,1,0,0,5,1969,0,18827 SE 244th Pl,Covington,WA 98042,USA
27-06-2022,725000,5,2.5,3580,1.5,0,0,3,1990,2009,23115 SE 222nd St,Maple Valley,WA 98038,USA
27-06-2022,430000,2,1,1050,1,0,0,5,1927,0,6520-6588 8th Ave NW,Seattle,WA 98117,USA
27-06-2022,661500,5,2.5,2500,1,0,0,4,1977,0,16426 NE 107th Pl,Redmond,WA 98052,USA
27-06-2022,738000,5,3,2630,2,0,0,3,2006,0,10342 155th Ave NE,Redmond,WA 98052,USA
27-06-2022,1820000,8,4.5,6640,2,0,0,3,1993,0,21909 NE 141st St,Woodinville,WA 98077,USA
27-06-2022,221000,5,1,910,1,0,0,3,1966,1963,636 S 188th St,Seattle,WA 98148,USA
27-06-2022,665000,5,2.5,2610,2,0,0,3,1988,2000,15325 179th Ave NE,Woodinville,WA 98072,USA
27-06-2022,255000,5,2.5,1720,2,0,0,3,1998,2006,5130 Francis Ct SE,Auburn,WA 98092,USA
27-06-2022,1195000,5,2.75,3650,2,0,0,5,1969,0,5912 83rd Pl SE,Mercer Island,WA 98040,USA
27-06-2022,355000,5,1.75,2040,1,0,0,4,1980,0,15125 SE 278th Pl,Kent,WA 98042,USA
27-06-2022,755000,5,2.5,3260,1.5,0,1,4,1950,1983,5121 NE 180th St,Lake Forest Park,WA 98155,USA
27-06-2022,300000,5,1.5,1590,1,0,0,3,1956,2001,6615 NE 154th St,Kenmore,WA 98028,USA
27-06-2022,500000,8,1,1440,1.5,0,0,3,1906,2014,3006 NW 60th St,Seattle,WA 98107,USA
27-06-2022,191000,2,1,900,1,0,0,5,1905,0,8523 Dallas Ave S,Seattle,WA 98108,USA
27-06-2022,315000,6,4,3120,2,0,2,4,1993,0,7945 14th Ave SW,Seattle,WA 98106,USA
27-06-2022,415000,5,2.5,1060,2,0,0,3,2000,0,2922 NW 85th St,Seattle,WA 98117,USA
27-06-2022,394000,8,2.5,3000,2,0,0,3,2002,0,26309 235th Ave SE,Maple Valley,WA 98038,USA
27-06-2022,490000,5,2.5,2230,2,0,0,3,2000,0,7325 Heather Ave SE,Snoqualmie,WA 98065,USA
27-06-2022,523460,5,1.75,1890,1.5,0,0,3,1906,2014,1126 NW 58th St,Seattle,WA 98107,USA
27-06-2022,550000,8,3.5,4150,2,0,0,3,2006,0,11824 SE 290th Pl,Auburn,WA 98092,USA
27-06-2022,342000,5,1.75,1780,1,0,0,3,1981,2013,15634 129th Pl SE,Renton,WA 98058,USA
27-06-2022,560000,8,2.5,2710,2,0,0,3,2003,0,612 Orcas Ave NE,Renton,WA 98059,USA
27-06-2022,1050000,8,4.25,4390,2,0,3,3,2003,0,5160 235th Pl SE,Issaquah,WA 98029,USA
27-06-2022,710000,2,1.5,1640,1.5,0,0,5,1916,0,4532 Latona Ave NE,Seattle,WA 98105,USA
27-06-2022,1020000,5,2.25,1670,1.5,0,3,3,1903,2005,715 W Howe St,Seattle,WA 98119,USA
27-06-2022,399950,5,2.5,2570,2,0,0,3,1989,0,9531 S 204th Pl,Kent,WA 98031,USA
27-06-2022,480000,2,1,1500,1,0,0,3,1902,0,4422 Woodlawn Ave N,Seattle,WA 98103,USA
27-06-2022,410000,5,1,2710,2,0,3,4,1950,1983,17449 Sylvester Rd SW,Burien,WA 98166,USA
27-06-2022,530000,8,1.75,2860,1,0,0,3,1978,0,18926 NE 183rd St,Woodinville,WA 98077,USA
27-06-2022,528000,2,0.75,840,1,1,4,4,1937,0,8907 SW Quartermaster Dr,Vashon,WA 98070,USA
27-06-2022,469900,8,2.5,2990,2,0,0,4,1991,0,18626 136th Pl SE,Renton,WA 98058,USA
27-06-2022,397000,5,1,1170,1,0,0,4,1944,0,14327 24th Ave NE,Seattle,WA 98125,USA
27-06-2022,718500,5,1.5,1200,1,0,0,3,1952,2008,326 36th Ave E,Seattle,WA 98112,USA
27-06-2022,195000,2,1,1020,1,0,0,3,1940,1996,11819 1st Avenue South,Seattle,WA 98168,USA
27-06-2022,285000,2,1,910,1,0,0,4,1948,0,15322 26th Ave NE,Shoreline,WA 98155,USA
27-06-2022,295000,1,1,700,1,0,0,4,1907,0,4108 25th Ave SW,Seattle,WA 98106,USA
27-06-2022,602000,8,1.75,2420,1,0,0,4,1981,0,23607 NE 72nd St,Redmond,WA 98053,USA
27-06-2022,235000,5,1.75,1950,1,0,0,3,1960,2012,18201-18223 114th Ave SE,Renton,WA 98055,USA
27-06-2022,465000,8,2.5,3060,2,0,0,3,2012,1912,21212 SE 260th St,Maple Valley,WA 98038,USA
27-06-2022,234000,8,1,1390,1,0,0,3,1955,2013,3915 S 238th St,Kent,WA 98032,USA
27-06-2022,504200,2,1.5,1200,3,0,0,3,2008,0,3467 Meridian Ave N,Seattle,WA 98103,USA
27-06-2022,710000,5,2.5,2440,2,0,0,3,2003,0,6625 188th Pl NE,Redmond,WA 98052,USA
27-06-2022,589500,5,3.25,2310,2,0,0,3,2005,0,4405 40th Ave SW,Seattle,WA 98116,USA
27-06-2022,415000,5,2.75,2600,1.5,0,0,3,2009,0,69506 NE Money Creek Rd,Skykomish,WA 98288,USA
27-06-2022,735000,5,2.25,1490,2,0,0,3,2011,0,425 15th Ave E,Seattle,WA 98112,USA
27-06-2022,427000,5,2.5,2432,2,0,2,3,2005,0,28461 54th Ave S,Federal Way,WA 98001,USA
27-06-2022,982000,8,2.75,3610,2,0,0,3,2014,0,12440 NE 73rd St,Kirkland,WA 98033,USA
27-06-2022,459000,8,3,2530,2,0,0,3,2013,1923,111 S 192nd St,Burien,WA 98148,USA
27-06-2022,483453,8,2.75,2790,2,0,0,3,2014,0,897 SE 11th St,North Bend,WA 98045,USA
27-06-2022,246950,5,3,1670,1,0,0,3,2014,0,495 Petersen Dr E,Enumclaw,WA 98022,USA
27-06-2022,235000,1,1.5,1170,2,0,0,3,2007,0,3003 SW Cycle Ct,Seattle,WA 98126,USA
27-06-2022,288790,8,2,1350,3,0,0,3,2008,0,916 4th Ave NE,Issaquah,WA 98029,USA
27-06-2022,229800,2,1.75,1110,2,0,0,3,2014,0,4217 Renton Ave S,Seattle,WA 98108,USA
27-06-2022,516500,1,1.25,1100,3,0,0,3,2014,0,416 19th Ave E,Seattle,WA 98112,USA
28-06-2022,1600000,5,4.25,2820,2,0,0,4,1930,0,3221 E Morley Way,Seattle,WA 98112,USA
28-06-2022,234000,5,1,1040,1,0,0,3,1983,2009,26720 NE Stewart St,Duvall,WA 98019,USA
28-06-2022,230000,2,1.75,1910,2,0,0,3,1980,0,213th Ave SE,Maple Valley,WA 98038,USA
28-06-2022,300000,8,1,1370,1,0,0,3,1949,1998,14709 26th Ave NE,Shoreline,WA 98155,USA
28-06-2022,470000,5,1.5,1500,1.5,0,0,4,1927,0,6737-6741 13th Ave NW,Seattle,WA 98117,USA
28-06-2022,339900,5,1,1200,1,0,0,5,1969,0,8860 122nd Ct SE,Newcastle,WA 98056,USA
28-06-2022,650000,2,1,1050,1,0,0,3,1904,0,1723 27th Ave,Seattle,WA 98122,USA
28-06-2022,585000,5,2.5,2670,1.5,0,0,4,1920,0,2500 NE 100th St,Seattle,WA 98125,USA
28-06-2022,699900,8,2.5,2190,1,0,0,4,1972,0,4421 145th Ave SE,Bellevue,WA 98006,USA
28-06-2022,598000,8,2.5,3130,2,0,0,3,1994,0,46300 SE 137th St,North Bend,WA 98045,USA
28-06-2022,475000,5,2.5,1700,1,0,0,3,1998,2006,7318 36th Ave SW,Seattle,WA 98126,USA
28-06-2022,314500,5,1.75,1700,1,0,0,3,1978,0,26522 214th Ave SE,Maple Valley,WA 98038,USA
29-06-2022,397000,5,3.5,1360,2,0,0,3,2007,0,1337 14th Ave S,Seattle,WA 98144,USA
29-06-2022,345000,5,2,1610,1,0,0,4,1986,0,31907 NE 102nd Pl,Carnation,WA 98014,USA
29-06-2022,325000,5,2.75,2130,1,0,0,3,1991,0,4443 S Camano Pl,Seattle,WA 98118,USA
29-06-2022,265000,5,1,1800,1,0,0,5,1957,0,600 Jefferson Ave NE,Renton,WA 98056,USA
29-06-2022,402000,8,2.75,2950,1,0,0,4,1974,0,24204-24298 142nd Ave SE,Kent,WA 98042,USA
29-06-2022,835000,5,2.25,2120,2,0,0,4,1964,0,4204 134th Ave NE,Bellevue,WA 98005,USA
30-06-2022,780000,8,2.5,3500,2,0,0,3,2005,0,8906-8914 236th Ave NE,Redmond,WA 98053,USA
30-06-2022,250000,5,2,1440,1,0,0,3,1965,1993,25816 13th Pl S,Des Moines,WA 98198,USA
30-06-2022,1200000,8,2,2120,2,0,0,3,1905,2010,420 17th Ave E,Seattle,WA 98112,USA
30-06-2022,935000,2,2.5,1780,2,0,0,5,1974,0,223 98th Ave NE,Bellevue,WA 98004,USA
30-06-2022,300000,2,1,960,1,0,0,3,1947,2012,2610 NE 145th St,Shoreline,WA 98155,USA
30-06-2022,419000,2,1.75,1510,1,0,0,3,2006,0,13471 Adair Creek Way NE,Redmond,WA 98053,USA
30-06-2022,410000,1,1.5,1010,1,0,0,3,1911,1948,4611 SW Maple Way,Seattle,WA 98136,USA
30-06-2022,1165000,5,3,3790,2,0,0,3,1989,0,3809 E Alder St,Seattle,WA 98122,USA
30-06-2022,461000,5,1.75,3600,2,0,0,4,1948,0,13017 NE 100th St,Kirkland,WA 98033,USA
30-06-2022,385000,5,1.75,1300,1,0,0,3,1968,1997,13420 121st Ave NE,Kirkland,WA 98034,USA
30-06-2022,669500,8,2.25,2500,1.5,0,0,4,1940,2001,8044 20th Ave NW,Seattle,WA 98117,USA
30-06-2022,491950,5,2.25,2090,1,0,0,3,1958,2004,4401 NE 95th St,Seattle,WA 98115,USA
30-06-2022,1230000,5,1.75,2200,1.5,0,1,3,1948,2003,9329 SE Shoreland Dr,Bellevue,WA 98004,USA
30-06-2022,560000,5,2.25,2070,1.5,0,0,3,1955,2013,5121 NE 187th St,Lake Forest Park,WA 98155,USA
30-06-2022,370000,5,1,1320,1,0,0,3,1982,0,14744 31st Ave NE,Shoreline,WA 98155,USA
30-06-2022,263400,8,2,1360,1,0,0,3,1960,2012,36656 55th Pl S,Auburn,WA 98001,USA
30-06-2022,100000,2,1,930,1,0,0,2,1942,0,1038 SW 152nd St,Burien,WA 98166,USA
30-06-2022,289950,5,2.5,1760,1.5,0,0,5,1937,0,15827 7th Pl S,Burien,WA 98148,USA
30-06-2022,263000,5,1.75,1410,2,0,0,3,1985,0,22036 SE 268th St,Maple Valley,WA 98038,USA
30-06-2022,397500,8,2.5,2570,2,0,0,3,1992,0,22200 SE 255th St,Maple Valley,WA 98038,USA
30-06-2022,245000,5,2.75,1300,1,0,0,3,1996,0,11748 SE 264th St,Kent,WA 98030,USA
30-06-2022,535000,5,1,1580,1,0,0,3,1925,2002,2108 W Bertona St,Seattle,WA 98199,USA
30-06-2022,449000,8,2.5,2960,2,0,0,3,2005,0,22614 SE 270th Pl,Maple Valley,WA 98038,USA
30-06-2022,490000,8,3,2330,2,0,0,3,2003,0,5294-5296 19th Pl S,Seattle,WA 98108,USA
30-06-2022,445800,8,2.25,2070,1,0,0,3,1977,2004,20143 47th Ave NE,Lake Forest Park,WA 98155,USA
30-06-2022,345000,2,1,970,1,0,0,4,1932,1958,5601 29th Ave SW,Seattle,WA 98126,USA
30-06-2022,327500,5,2.25,2310,2,0,0,3,1990,2009,11103 SE 219th Pl,Kent,WA 98031,USA
30-06-2022,436500,8,2.5,2290,2,0,0,4,1988,0,133rd Ave SE,Renton,WA 98058,USA
30-06-2022,550000,5,2.25,1720,1,0,0,4,1967,0,5606 160th Ave NE,Redmond,WA 98052,USA
30-06-2022,441000,2,1.5,1190,1,0,0,3,1919,2001,6008 8th Ave NE,Seattle,WA 98115,USA
30-06-2022,406500,2,1,870,1,0,0,4,1947,1988,4437 49th Ave SW,Seattle,WA 98116,USA
30-06-2022,243000,2,1.5,1068,2,0,0,3,1990,2009,7231 NE 171st Ln,Kenmore,WA 98028,USA
30-06-2022,359500,8,2.75,2140,2,0,0,3,1993,0,27721 48th Ave S,Auburn,WA 98001,USA
30-06-2022,760000,8,2.5,3300,2,0,0,3,1984,0,19014 233rd Ave NE,Woodinville,WA 98077,USA
30-06-2022,1925000,5,4.25,4830,2.5,0,2,4,1914,1945,2653 Cascadia Ave S,Seattle,WA 98144,USA
30-06-2022,408000,5,3.25,2820,1.5,0,0,3,1906,2014,7403 48th Ave S,Seattle,WA 98118,USA
30-06-2022,480000,8,3,2440,2,0,0,3,1981,2013,18713 66th Ave NE,Kenmore,WA 98028,USA
30-06-2022,875000,8,1.5,1800,1.5,0,0,4,1929,0,2304 N 44th St,Seattle,WA 98103,USA
30-06-2022,308000,5,1,1010,1,0,0,4,1954,1979,5968 44th Ave S,Seattle,WA 98118,USA
30-06-2022,880000,8,2.75,3220,1.5,0,0,4,1931,0,5720 Princeton Ave NE,Seattle,WA 98105,USA
30-06-2022,1730000,5,3.5,5000,2,0,3,3,2008,0,4419 Ferncroft Rd,Mercer Island,WA 98040,USA
30-06-2022,170000,2,1,1200,2,0,0,2,1976,0,3009 W Ames Lake Dr NE,Redmond,WA 98053,USA
30-06-2022,491500,5,2.25,1470,2,0,0,3,1985,0,4327 242nd Pl SE,Issaquah,WA 98029,USA
30-06-2022,515000,5,2.5,2600,2,0,0,3,2003,0,14811 89th Pl NE,Kenmore,WA 98028,USA
30-06-2022,550000,8,1.5,2750,1,0,0,2,1958,0,18647 108th Ave SE,Renton,WA 98055,USA
30-06-2022,255000,2,1,1320,1,0,0,3,1919,2001,3822 Martin Luther King Jr Way S,Seattle,WA 98108,USA
30-06-2022,635000,5,2.5,3350,2,0,0,3,2005,0,10068 NE 142nd Pl,Kirkland,WA 98034,USA
30-06-2022,850000,5,2.5,2650,2,0,0,3,1920,1979,408 W Lee St,Seattle,WA 98119,USA
30-06-2022,265000,2,2,1860,1,0,0,3,1952,2008,11263-11611 Beacon Ave S,Seattle,WA 98178,USA
30-06-2022,349810,5,1,960,1,0,0,4,1958,1972,137 NE 193rd St,Shoreline,WA 98155,USA
30-06-2022,972000,8,1.75,2010,1,0,2,5,1937,0,2827 43rd Ave W,Seattle,WA 98199,USA
30-06-2022,235000,2,1,900,1,0,0,1,1928,0,8406 Railroad Ave,Snoqualmie,WA 98065,USA
30-06-2022,330000,8,2.5,2340,2,0,0,3,1997,0,24200-24498 144th Ave SE,Kent,WA 98042,USA
30-06-2022,500000,8,3,3720,3,0,0,3,1979,2014,10218 147th Ave SE,Renton,WA 98059,USA
30-06-2022,570000,5,2,1890,1,0,0,3,1949,2013,12933 SE 46th Ln,Bellevue,WA 98006,USA
30-06-2022,1309500,8,2.5,2680,1,1,4,3,1956,2001,18051 Normandy Terrace SW,Normandy Park,WA 98166,USA
30-06-2022,544000,5,2.5,1460,2,0,0,3,2007,0,6710 Alonzo Ave NW,Seattle,WA 98117,USA
30-06-2022,439000,5,2.5,3180,1,0,0,3,2006,0,2813 NE 4th Ct,Renton,WA 98056,USA
30-06-2022,530000,8,2.25,1980,2,0,0,3,1981,2013,20703 NE 42nd Pl,Sammamish,WA 98074,USA
30-06-2022,427500,2,2,1090,3,0,0,3,2008,0,1700 Dexter Ave N,Seattle,WA 98109,USA
30-06-2022,337000,8,2.5,2230,2,0,0,4,2002,0,15731 SE 253rd Pl,Covington,WA 98042,USA
30-06-2022,1095000,8,2.75,3330,2,0,0,4,1995,0,11217 NE 90th St,Kirkland,WA 98033,USA
30-06-2022,435000,8,2,1880,1,0,0,3,1904,0,1101 23rd Ave S,Seattle,WA 98144,USA
30-06-2022,765000,5,3,2870,1,0,0,3,1964,2000,4520 Sunnyside Ave N,Seattle,WA 98103,USA
30-06-2022,492650,8,1.75,2120,1,0,0,3,1967,2011,520 NW 201st Pl,Shoreline,WA 98177,USA
30-06-2022,383962,8,2.5,2700,2,0,0,3,2001,0,14911 57th Ave S,Tukwila,WA 98168,USA
30-06-2022,950000,8,2.5,3670,2.5,0,0,3,2007,0,2913 NE Davis Loop,Issaquah,WA 98029,USA
30-06-2022,457000,5,2.5,1220,2,0,0,3,2008,0,8354 11th Ave NW,Seattle,WA 98117,USA
30-06-2022,1510000,5,3.25,4390,2,0,0,3,2007,0,8442 SE 36th St,Mercer Island,WA 98040,USA
30-06-2022,882566,8,2.5,3560,3,0,0,3,2014,0,17122 NE 117th St,Redmond,WA 98052,USA
30-06-2022,963000,8,3.25,3530,2,0,0,3,2007,0,10815 110th Ave NE,Kirkland,WA 98033,USA
30-06-2022,345000,8,2.5,2280,2,0,0,3,2006,0,27019 228th Pl SE,Maple Valley,WA 98038,USA
30-06-2022,2065000,8,3.75,4350,2,0,0,3,2013,1923,2000-2098 102nd Ave NE,Bellevue,WA 98004,USA
01-07-2022,800000,5,3.5,3830,2,0,0,3,1993,0,18810 236th Ave NE,Woodinville,WA 98077,USA
01-07-2022,314500,5,2,2050,1,0,0,3,1993,0,37128 19th Way S,Federal Way,WA 98003,USA
